name,industry,employeeCount
LiveRamp,Marketing & Advertising,1415
"LivingRite, The Center for Behavioral Health",Mental Health Care,32
LJA,Civil Engineering,1221
LMCU,Banking,1047
LMI,Management Consulting,2634
"LMI Texas Landscapes, LLC",Construction,46
loanDepot,Financial Services,5708
LocalEdge,Marketing & Advertising,506
Lockton,Insurance,8535
LocumTenens.com,Staffing & Recruiting,1004
"Logic20/20, Inc.",Management Consulting,239
Logis | Accounting & Finance Consulting | Talent Search,Staffing & Recruiting,18
Lolly.com,Marketing & Advertising,191
Lone Peak Hospital,Hospital & Health Care,150
Long Finch Technologies LLC,Information Technology & Services,28
Long Island Community Hospital,Hospital & Health Care,728
Looking Glass Community Services,Individual & Family Services,114
LoopRL Inc,Information Technology & Services,4
"Lord, Abbett & Co. LLC",Financial Services,1091
Lorien,Staffing & Recruiting,726
Loring Smart Roast,Machinery,42
Lorven Technologies Inc.,Information Technology & Services,327
Lorvenk Technologies,Staffing & Recruiting,37
Los Alamos National Laboratory,Research,11425
LottoShield,Information Technology & Services,6
Lotus Engineering and Sustainability,Environmental Services,16
Lotus Interworks,Computer Software,132
Louis Vuitton,Luxury Goods & Jewelry,23212
Louisiana Department of Health,Hospital & Health Care,1231
Lourdes University,Higher Education,617
Lovesac,Retail,1053
Lower.com,Financial Services,419
Lowes Foods,Supermarkets,3713
Loxo@Lilly,Pharmaceuticals,721
Loyal Source Government Services,Staffing & Recruiting,1621
Loyola Marymount University,Higher Education,4144
Loyola Medicine,Hospital & Health Care,2038
LP Automotive Repair & Performance,Automotive,2
LPL Financial,Financial Services,11144
LRC,Staffing & Recruiting,1
LS Direct,Marketing & Advertising,75
LSS Life Safety Services®,Facilities Services,131
LTIMindtree,Information Technology & Services,96901
LTS - Video Solutions for Security Professionals,Security & Investigations,173
Lucas James Talent Partners,Staffing & Recruiting,147
Lucid Consulting Group,Management Consulting,5
LufCo,Information Technology & Services,38
lululemon,Retail,21711
Lumanity,Research,890
Lumen Technologies,Telecommunications,52047
Lumicell,Medical Device,60
Lumicity,Staffing & Recruiting,98
Luminis Health,Hospital & Health Care,3859
Lummus Corporation,Machinery,144
"Luna Data Solutions, Inc. ",Information Technology & Services,65
Luna Grill,Food & Beverages,268
Lunavi,Information Technology & Services,131
Lunds & Byerlys,Retail,1014
Lupin Pharmaceuticals,Pharmaceuticals,4253
Lush Fresh Handmade Cosmetics North America,Cosmetics,2987
Lutheran Social Services of Illinois,Non-profit Organization Management,823
Lutron Electronics,Electrical & Electronic Manufacturing,2698
Luttrell Staffing Group,Staffing & Recruiting,350
Lux Speed,Telecommunications,18
Luxer One,Transportation/Trucking/Railroad,211
Luxoft,Information Technology & Services,16903
LVI Associates,Information Technology & Services,347
LVIS,Medical Device,32
Lycée Francais de San Diego,Education Management,11
Lyft,Transportation/Trucking/Railroad,22553
Lyles Services Co.,Construction,46
LyondellBasell,Chemicals,13936
"Lytx, Inc.",Computer Software,857
M Force Staffing,Staffing & Recruiting,34
M2G Ventures,Real Estate,21
M3 Life Group,Insurance,1
M3 USA,Internet,235
M5 Talent Solutions,Staffing & Recruiting,2
M.S. Techz,Printing,7
M'Ellange Talent Recruitment Firm,Hospital & Health Care,2
MAC Cosmetics,Cosmetics,12762
MAC Incorporated,Staffing & Recruiting,43
Macaroni KID,Online Media,355
Macomb County Community Mental Health,Mental Health Care,279
Macrosoft,Computer Software,640
Macy's,Retail,73840
Mad Mobile,Computer Software,341
Mada,Internet,60
Madison Square Garden Entertainment Corp.,Entertainment,1651
Madison Square Garden Sports Corp.,Sports,359
Madonna University,Higher Education,1019
MAG Aerospace,Aviation & Aerospace,1765
"Magellan Financial & Insurance Services, Inc.",Financial Services,67
Magna Search Group,Management Consulting,14
Magnify,Staffing & Recruiting,52
Magnit,Human Resources,2353
Magnolia Hotels,Hospitality,147
Mahoney Communications Group,Public Relations & Communications,4
Mahzi Therapeutics,Biotechnology,13
Maimonides Medical Center,Hospital & Health Care,4329
Main Event,Entertainment,2690
Main Street America,Architecture & Planning,53
Maine Properties,Construction,30
Mainland,Marketing & Advertising,88
MainStreamTek Corporation,Information Technology & Services,8
Mainz Brady Group,Staffing & Recruiting,66
Majhi Group,Management Consulting,9
Major League Development Association,Sports,4
Major League Soccer,Sports,1212
"Major, Lindsey & Africa",Staffing & Recruiting,476
Make-A-Wish Orange County and the Inland Empire,Non-profit Organization Management,49
Malibu Boats,Shipbuilding,399
Malvi Marshmallow Confections,Food Production,2
"Managed Staffing, Inc.",Staffing & Recruiting,205
Management Sciences for Health,Non-profit Organization Management,2469
"Manatt, Phelps & Phillips, LLP",Law Practice,972
"MANDARICH LAW GROUP, LLP",Law Practice,107
MANGO,Apparel & Fashion,9267
Manning Kass,Law Practice,287
"Manning Personnel Group, Inc.",Staffing & Recruiting,33
Manomin Resawn Timbers,Building Materials,11
Manor Communities,Real Estate,48
ManpowerGroup,Staffing & Recruiting,63914
ManTech,Information Technology & Services,10200
Manufacturers Bank,Banking,310
Manuka Health,"Health, Wellness & Fitness",160
Marathon Cheese Corporation,Food Production,544
Marathon Petroleum Corporation,Oil & Energy,13863
Marc Fisher Footwear,Apparel & Fashion,255
Marcum LLP,Accounting,3378
Marin Community Foundation,Non-profit Organization Management,82
Marin Housing Authority,Government Administration,17
MarinHealth,Hospital & Health Care,1358
"Mark Scott Construction, Inc.",Construction,89
Market Ads Platform,Marketing & Advertising,2
MarketAxess,Financial Services,915
marketinyRRHHDigital,Human Resources,0
MarketSource Inc.,Marketing & Advertising,3231
Markforged,Mechanical Or Industrial Engineering,398
Markwins Beauty Brands,Cosmetics,348
Marmon Rail and Leasing Group,Transportation/Trucking/Railroad,60
Marquette Management,Real Estate,238
Marriott International,Hospitality,217029
MarsDevs,Information Technology & Services,23
Marsh,Insurance,27165
Marsh McLennan,Financial Services,74675
Marsh McLennan Agency,Insurance,8106
Martignetti Companies,Wine & Spirits,583
Martin Street Inc,Information Technology & Services,24
Marvin,Building Materials,2296
Mary Washington Healthcare,Hospital & Health Care,2341
Maryland Association of Counties,Non-profit Organization Management,13
Maryville College,Higher Education,435
MAS Law,Law Practice,26
MASC Medical Recruitment Firm,Staffing & Recruiting,13
Masiello Employment Services - A Leddy Group Company,Staffing & Recruiting,27
Masis Staffing Solutions,Staffing & Recruiting,447
MasTec Communications Group,Telecommunications,2384
Mastech Digital,Information Technology & Services,971
Masterbilt Incorporated,Aviation & Aerospace,27
Mastercard,Information Technology & Services,33391
Masters Speciality Pharma,Pharmaceuticals,45
Mastro's Restaurants,Hospitality,321
MatchPoint Solutions,Computer Software,212
"Matco Tools, A Vontier Company",Automotive,852
Matellio Inc.,Information Technology & Services,157
Material Bank®,Design,275
Mativ,Consumer Goods,3591
Matlen Silver,Information Technology & Services,323
Matrix Finance and Accounting,Staffing & Recruiting,26
MATRIX Resources,Information Technology & Services,1056
Matrix-IFS,Information Technology & Services,194
MatrixCare,Computer Software,680
MatrixPoint Consulting,Management Consulting,7
Matt Cresap State Farm Insurance,Insurance,1
Mattamy Homes,Real Estate,1831
"Matthew Lopez Law, PLLC",Law Practice,12
Mattison Advisors,Management Consulting,5
Mattr,Consumer Goods,1680
Mauser Packaging Solutions,Packaging & Containers,2098
Maven Workforce Inc.,Staffing & Recruiting,152
Maverick Technology Partners,Information Technology & Services,16
MAX 360,Construction,20
Max IT Consulting LLC,Information Technology & Services,27
Max Value Processing LLC,Financial Services,0
Maxar Technologies,Defense & Space,3424
Maxelerate,Financial Services,5
Maxim Healthcare Services (Home Care),Hospital & Health Care,2763
Maxonic,Information Technology & Services,188
Maxton Shipping,Transportation/Trucking/Railroad,21
Maxx Marketing,Marketing & Advertising,121
Mayo Clinic,Hospital & Health Care,44529
Mayzon,Consumer Goods,188
MBS Professional Staffing,Staffing & Recruiting,25
MBTA,Government Administration,3091
MCC Label,Packaging & Containers,3400
McCann's Roofing and Construction,Construction,3
McClure & Feuer,Law Practice,3
McDonald's,Restaurants,538566
MCE,Utilities,373
McGraw Hill,Education Management,6407
"McKeithan Design Studio, LLC",Design,6
McLane Mfg,Machinery,3
McLaren Health Care,Hospital & Health Care,8069
McLarens,Insurance,1672
McMaster-Carr,Logistics & Supply Chain,3255
"McMillan IT Engineering - Fresno, CA",Information Technology & Services,15
"McNeilus Truck and Manufacturing, Inc.",Automotive,569
MCV Foundation,Non-profit Organization Management,35
MD Imaging,Hospital & Health Care,63
MD Logica,Management Consulting,2
MD Now Urgent Care,Hospital & Health Care,430
Meadows Behavioral Healthcare,Mental Health Care,387
Mechanics Bank,Banking,1454
Med-Trans Corporation,Hospital & Health Care,1093
Medasource,Hospital & Health Care,853
Medefy Health,Hospital & Health Care,42
Medela,Medical Device,1272
MediaTek,Semiconductors,11869
Medical City Healthcare,Hospital & Health Care,5077
"Medical Review Institute of America, LLC",Hospital & Health Care,267
Medix™,Staffing & Recruiting,2045
"Medline Industries, LP",Medical Device,13407
MedRX Infusion,Retail,2
Medtronic,Medical Device,87256
MedX,Staffing & Recruiting,9
Meet,Staffing & Recruiting,429
Meissner,Pharmaceuticals,349
"MEKRA Lang North America, LLC",Automotive,96
Melinda Maria,Apparel & Fashion,19
"Meltzer, Lippe, Goldstein & Breitstone, LLP",Law Practice,148
Memorial Health,Hospital & Health Care,1964
Mendoza Immigration,Law Practice,7
Menorah Medical Center,Hospital & Health Care,536
Merative,Information Technology & Services,1555
Mercedes-Benz Financial Services USA LLC,Financial Services,1149
Mercer,Information Technology & Services,24662
Mercy Health,Hospital & Health Care,13077
Mercy High School Farmington Hills,Education Management,46
MercyOne,Hospital & Health Care,3785
Meridian Hand Therapy,Hospital & Health Care,8
Meridian Medical Technologies,Pharmaceuticals,324
Meridian Technologies,Information Technology & Services,277
"Merit Advisors, LLC",Financial Services,88
"Merit Medical Systems, Inc.",Medical Device,2846
Meritage Homes,Construction,2394
Merlin Entertainments,Entertainment,4083
"Merraine Group, Inc.",Hospital & Health Care,32
Merrick & Company,Design,945
MERRICK ACADEMY QUEENS PUBLIC CHARTER SCHOOL,Education Management,49
Met Council,Individual & Family Services,208
Meta,Computer Software,119500
"Metalex, powered by UPG",Mechanical Or Industrial Engineering,76
"Metasys Technologies, Inc.",Information Technology & Services,180
MethodHub,Information Technology & Services,128
Methodist Health System,Hospital & Health Care,6709
Methodist Healthcare System,Hospital & Health Care,3050
Metronet,Telecommunications,1501
Metropolis Technologies,Computer Software,566
Metropolitan Strategies and Solutions,Management Consulting,13
Metropolitan Transportation Authority,Transportation/Trucking/Railroad,17946
Metropolitan Transportation Network Inc,Transportation/Trucking/Railroad,19
Metso,Machinery,17284
"Mettler-Toledo International, Inc",Electrical & Electronic Manufacturing,10054
Metz & Associates PLLC,Accounting,46
Mexilink Inc,Consumer Goods,103
MFLEX,Consumer Electronics,557
MGA Homecare,Hospital & Health Care,868
MGM Resorts International,Hospitality,23718
MHQ,Automotive,80
Mi Familia Vota,Non-profit Organization Management,125
MI Windows and Doors,Building Materials,1020
Michael Andrew,Business Supplies & Equipment,0
Michael Kors,Apparel & Fashion,8398
Michael Page,Staffing & Recruiting,10095
Michaels Stores,Retail,13945
Michelin,Automotive,42599
micro1,Information Technology & Services,57
Microbiologics,Biotechnology,295
Microchip Technology Inc.,Semiconductors,15936
Micromeritics Instrument Corporation,Electrical & Electronic Manufacturing,293
Micron Technology,Semiconductors,26043
MicroStrategy,Computer Software,3455
Midea America Corp,Consumer Electronics,476
Midwest Holding Inc.,Financial Services,80
Mighty Oak Medical,Medical Device,36
Mignone Law Firm,Law Practice,9
"Milestone Technologies, Inc.",Information Technology & Services,2025
MillenniTEK,"Glass, Ceramics & Concrete",11
Millennium,Financial Services,5373
Miller Electric Mfg. LLC,Machinery,1209
"MillerBlowers, Inc.",Legal Services,5
Milliman,Management Consulting,3976
MindFull,Biotechnology,2
Mindlance,Staffing & Recruiting,1927
MindSource,Information Technology & Services,111
Minnehaha Creek Watershed District,Environmental Services,29
Minnesota Department of Employment and Economic Development,Government Administration,582
Miramonte Resort & Spa,Hospitality,57
MISSION BBQ,Food & Beverages,1321
Mission Health,Hospital & Health Care,3487
Mission Regional Medical Center,Hospital & Health Care,282
Mission Staffing,Staffing & Recruiting,64
"Mission Staffing of Texas, LLC",Staffing & Recruiting,3
"Mission Technologies, a division of HII",Defense & Space,3728
"MissionCare Collective (myCNAjobs, CoachUp Care, MissionCare)",Hospital & Health Care,33
Mississippi Coast Coliseum and Convention Center,Entertainment,14
Mississippi Export Railroad,Transportation/Trucking/Railroad,27
Missouri University of Science and Technology,Higher Education,2772
MIT Alumni Association,Higher Education,49
MIT Investment Management Company,Investment Management,76
MIT Office of Resource Development,Fundraising,19
"Mitchell Insurance Services, Inc.",Insurance,9
Mitchell International,Computer Software,1545
Mitchell Martin Inc.,Staffing & Recruiting,638
Mitchell's Fish Market,Hospitality,243
MITRE,Information Technology & Services,10094
Mitsubishi Chemical America,Chemicals,1846
Mix Talent,Staffing & Recruiting,121
Mixpanel,Computer Software,438
"MJ Care, Inc.",Hospital & Health Care,199
MKS Instruments,Semiconductors,3103
MKS2 Technologies,Defense & Space,259
MLee Healthcare Staffing and Recruiting,Hospital & Health Care,65
MMC Group LP,Staffing & Recruiting,450
MMG,Staffing & Recruiting,27
MN8 Energy,Renewables & Environment,280
MNP Corporation,Automotive,222
Mobile Loaves & Fishes,Non-profit Organization Management,145
Mobile Programming LLC,Information Technology & Services,1837
Mobley & Sons of Birmingham,Retail,6
MOD,Consumer Services,7
"Modern Construction Services, LLC (MCS)",Construction,29
Modern Family Law,Law Practice,66
Modis,Information Technology & Services,6039
Modivcare,Hospital & Health Care,1529
Modulus,Architecture & Planning,14
Mohawk Valley Health System,Hospital & Health Care,653
Molex,Electrical & Electronic Manufacturing,11321
Molina Healthcare,Hospital & Health Care,14233
Molson Coors Beverage Company,Food & Beverages,12606
MOLTEN,Computer Software,40
Momentum Behavior Services,Individual & Family Services,17
Momentum Worldwide,Marketing & Advertising,1561
Monarch Tractor,Farming,260
Moncler,Luxury Goods & Jewelry,2937
Monday Talent,Staffing & Recruiting,20
Mondelēz International,Food Production,39265
Monster Energy,Food & Beverages,5082
Monstro,Financial Services,11
"Mont Surfaces by Mont Granite, Inc.",Building Materials,43
Montblanc,Luxury Goods & Jewelry,2274
Monte Nido,Hospital & Health Care,146
Monterey Bay Aquarium,Museums & Institutions,694
Monterey Peninsula Foundation,Philanthropy,32
Montessori School Of Duluth,Non-profit Organization Management,10
Monument Chemical,Chemicals,409
Monument Staffing,Staffing & Recruiting,42
Monumental Sports & Entertainment,Sports,765
Moondance Labs,Information Technology & Services,3
Moose Knuckles Canada,Apparel & Fashion,304
Moquin Press,Printing,50
Moravian University,Higher Education,880
"Morbark, LLC",Machinery,239
"More Than A Gym, Pediatric Therapy and Play Gym",Medical Practice,12
More Than Writers,Writing & Editing,214
Morehouse School of Medicine,Higher Education,2345
Morgan Stanley,Financial Services,87913
Morgan Truck Body,Transportation/Trucking/Railroad,1176
MorganFranklin Consulting,Management Consulting,677
MorningStar Senior Living,Hospital & Health Care,667
"Morrison Industries, Inc.",Transportation/Trucking/Railroad,5
Morton,Information Technology & Services,72
Morton's The Steakhouse,Hospitality,1336
"Moseley Technical Services, Inc.",Staffing & Recruiting,86
Motion,Industrial Automation,7046
Motion Ai,Industrial Automation,398
Motion Picture Industry Pension & Health Plans,Music,209
Motion Recruitment,Staffing & Recruiting,1104
Motiva Enterprises LLC,Oil & Energy,2614
Motivated Leads,Real Estate,14
Motive Workforce,Staffing & Recruiting,44
Mount Sinai Health System,Hospital & Health Care,25803
MountainView Hospital,Hospital & Health Care,625
Mouser Electronics,Semiconductors,2260
moveBuddha,Computer Software,11
Movement Search & Delivery,Staffing & Recruiting,149
Movement Strategy Center,Management Consulting,37
Ms. Placed Professional Organizing,Consumer Services,5
MSD,Pharmaceuticals,37649
MSH,Management Consulting,624
MSI,Building Materials,2908
MSNBC,Broadcast Media,813
MSRcosmos LLC,Information Technology & Services,412
MTA Maryland,Transportation/Trucking/Railroad,189
MTI America,Hospital & Health Care,198
MTK Technologies,Human Resources,47
"MTL Holdings, LLC",Consumer Goods,136
MTS Systems Corporation,Mechanical Or Industrial Engineering,1826
MTU Aero Engines North America,Aviation & Aerospace,169
MuleSoft,Information Technology & Services,2214
"Mulligan Funding, LLC",Financial Services,158
"Multi Media, LLC",Information Technology & Services,219
MultiCare Health System,Hospital & Health Care,10035
Multiquip Inc.,Construction,382
Munck Wilson Mandala LLP,Law Practice,201
Munich Re,Insurance,18707
Munters,Mechanical Or Industrial Engineering,2024
"Murphy & Associates, Inc.",Information Technology & Services,114
Murray Law Group,Law Practice,7
Murray McIntosh & Associates,Staffing & Recruiting,20
Music & Arts,Music,6967
Mutual of Omaha,Financial Services,8361
MVM,Oil & Energy,1349
My Journey Travel,"Leisure, Travel & Tourism",2
My Working Soul,Human Resources,7
My3Tech,Information Technology & Services,107
"mybest, Inc.",Information Technology & Services,159
MyFloraDNA Inc.,Biotechnology,31
myPlace Health,Hospital & Health Care,29
Myriad Genetics,Biotechnology,2426
Myticas Consulting,Staffing & Recruiting,62
"myTOD, LLC",Staffing & Recruiting,26
N4 Solutions,Management Consulting,15
NABIS,Wholesale,145
Nacha,Banking,135
Naked Prosthetics,Medical Device,56
Naked Wardrobe,Retail,33
Nakupuna Companies,Management Consulting,611
Nalu Bio,Biotechnology,14
NAM Info Inc,Staffing & Recruiting,122
Narrative Ads,Marketing & Advertising,102
NARS Cosmetics,Cosmetics,1358
Nascent Technologies Inc.,Information Technology & Services,27
Nasdaq Private Market,Financial Services,81
"Natech Plastics, Inc.",Plastics,31
Natera,Biotechnology,2923
National Athletic Trainers'​ Association,Non-profit Organization Management,303
"National DCP, LLC",Food & Beverages,590
National General,Insurance,5523
National Grid,Utilities,14565
National Hockey League (NHL),Sports,1535
National Network of Public Health Institutes,"Health, Wellness & Fitness",73
National Pork Board,Farming,128
National Veterinary Associates,Non-profit Organization Management,2278
NationsBenefits,Government Administration,706
Nationwide,Insurance,30782
Nationwide Children's Hospital,Hospital & Health Care,10316
Natirar,Hospitality,47
"Native American Bank, N.A.",Financial Services,43
Natron Energy,Consumer Goods,98
Nautilus Biotechnology,Biotechnology,163
Navan,Computer Software,2187
Navarro Research and Engineering,Environmental Services,468
NAVEX,Information Technology & Services,1327
Navi's Catering Kitchen,Hospitality,9
Navigare Yachting,"Leisure, Travel & Tourism",84
Navitus Health Solutions,Hospital & Health Care,1163
NAVY EXCHANGE SERVICE COMMAND (NEXCOM),Retail,3440
Nazelrod & Associates,Accounting,4
NBC Sports,Broadcast Media,1901
NBC Sports Next,Computer Software,689
NBCUniversal,Entertainment,56182
NBCUniversal Telemundo Enterprises,Broadcast Media,2430
NC League of Municipalities,Government Administration,103
NCJW|LA,Non-profit Organization Management,55
NDI Engineering Company,Defense & Space,167
Neighborcare Health,Hospital & Health Care,486
Neighborhood Legal Services of Los Angeles County,Law Practice,218
Neighborly®,Consumer Services,567
Neiman Marcus Group,Retail,8782
Nelson Connects,Staffing & Recruiting,1010
Nemours,Hospital & Health Care,5438
Neo Media World,Marketing & Advertising,486
NEOTECH Solutions,Information Technology & Services,121
Nesco Resource,Staffing & Recruiting,1586
Net2Source Inc.,Staffing & Recruiting,600
NetApp,Information Technology & Services,12707
neteffects,Staffing & Recruiting,83
Netflix,Entertainment,15701
Netskope,Computer & Network Security,2322
Netsmart,Computer Software,2184
NetSuite,Computer Software,19247
"Network Adjusters, Inc.",Insurance,98
"Network ESC A Division of Network Temps, Inc.",Staffing & Recruiting,13
Networkobjects Inc,Information Technology & Services,16
Networth Advisors,Financial Services,15
Neudesic,Information Technology & Services,1467
NeuMinds Behavioral Healthcare,Mental Health Care,1
Nevada State University,Higher Education,714
Nevadaworks,Government Administration,18
Nevro,Medical Device,1166
New Acquisitions,Marketing & Advertising,197
New American Association of Massachusetts,Non-profit Organization Management,20
New Balance,Retail,7320
New Era Construction Group,Construction,4
New Jersey Board of Public Utilities,Government Administration,216
New Jersey Courts,Judiciary,2741
New Life Church,Religious Institutions,2
NEW MEXICO COUNSELING CENTER,Hospital & Health Care,6
New York City Economic Development Corporation,Government Administration,616
New York Community Bank (NYCB),Banking,2063
New York Life Insurance Company,Financial Services,36660
New York Sports Club,"Health, Wellness & Fitness",690
New York State Assembly,Legislative Office,1153
New York Technology Partners,Staffing & Recruiting,160
NewAgeSys Solutions,Information Technology & Services,93
"NewAgeSys, Inc",Staffing & Recruiting,170
Newberg Downtown Coalition,Non-profit Organization Management,6
NewDay USA,Financial Services,471
Newegg,Retail,1325
Newell Brands,Consumer Goods,12747
NewGen Administrative Services,Hospital & Health Care,111
NewGen Business Solutions: NetSuite ERP Consultants,Information Technology & Services,20
Newmark,Real Estate,5536
Newport Healthcare,Mental Health Care,1154
Newport Williams,Staffing & Recruiting,13
NewSouth Window Solutions,Building Materials,131
"Newstar Development, LLC",Real Estate,2
NewYork-Presbyterian Hospital,Hospital & Health Care,24034
NEXA Mortgage,Financial Services,1707
Nexion Health,Hospital & Health Care,676
"Nexstar Media Group, Inc.",Broadcast Media,3613
"Next Gen IT, Inc",Information Technology & Services,19
Next Street,Management Consulting,82
NextCare,Hospital & Health Care,959
Nextdoor,Computer Software,1026
NextEra Energy Resources,Utilities,5451
nextgen,Staffing & Recruiting,172
NextGen | GTA: A Kelly Telecom Company,Staffing & Recruiting,441
NextGen Solutions,Staffing & Recruiting,109
Nextgen Technologies Inc,Computer Software,164
Nexthermal,Mechanical Or Industrial Engineering,66
Nextracker Inc.,Renewables & Environment,702
nextSource,Staffing & Recruiting,266
Nexus Business Solutions Group,Management Consulting,39
Nexus Media Group Inc,Marketing & Advertising,1
Nfinity Athletic,Sporting Goods,54
NFT Inc. by Alpha Safety,Packaging & Containers,78
NHRA: Championship Drag Racing,Sports,302
Niagara Bottling,Food & Beverages,4198
"Niantic, Inc.",Computer Software,965
NICE,Computer Software,10282
Nichiha USA,Building Materials,252
Nicolet National Bank,Banking,648
Nidec Mobility America Corporation,Electrical & Electronic Manufacturing,268
Nidec SV Probe,Semiconductors,196
Nielsen,Computer Software,28433
Nikola Motor Company,Automotive,1208
Nina Berenato Jewelry,Retail,22
NiSource,Utilities,5507
Nitto Avecia Pharma Services,Pharmaceuticals,100
NITYA Software Solutions Inc,Information Services,159
Nityo Infotech,Information Technology & Services,3002
NLB Services,Information Technology & Services,2116
Nmble,Staffing & Recruiting,2
No7 Beauty Company,Cosmetics,578
Noblis,Information Technology & Services,1286
Noise Pop Industries,Music,28
Non-Profit Organization,Non-profit Organization Management,7425
Non-Profit Organization - Confidential,Non-profit Organization Management,416
NonStop Consulting,Staffing & Recruiting,701
Noom,"Health, Wellness & Fitness",1363
Norfolk Southern,Transportation/Trucking/Railroad,9032
NORMS Restaurants,Restaurants,328
Norris Square Neighborhood Project,Non-profit Organization Management,15
North American Bancard,Financial Services,1481
North American Dental Group (NADG),Hospital & Health Care,508
North Carolina Department of Public Safety,Public Safety,3379
North Dakota State University,Higher Education,4064
North Highland,Management Consulting,1978
"North Shore Healthcare, LLC",Hospital & Health Care,258
North Vista Hospital,Hospital & Health Care,301
Northcentral Technical College,Education Management,764
Northeast Youth & Family Services,Mental Health Care,38
Northern Nevada Legal Aid,Law Practice,16
Northern Trust Corporation,Financial Services,27171
Northline Seafoods,Food Production,7
Northmarq,Real Estate,1173
NorthOne,Financial Services,62
Northpointe Staffing Professionals,Staffing & Recruiting,7
Northrop Grumman,Defense & Space,86310
NorthStar Logix Inc,Information Technology & Services,1
"Northwest Administrators, Inc",Financial Services,442
Northwestern Mutual,Financial Services,34885
Northwestern University,Higher Education,15378
"Norton Staffing, Inc.",Information Technology & Services,12
Norwegian Cruise Line Holdings Ltd.,"Leisure, Travel & Tourism",14055
Nothing Wasted Consulting,Management Consulting,9
Novant Health,Hospital & Health Care,16419
Novant Health Provider Recruitment,Hospital & Health Care,1
Novares Group,Automotive,2428
Novartis,Pharmaceuticals,93870
Novelis,Consumer Goods,6362
Novi Labs,Computer Software,24
Novia Corporation,Mechanical Or Industrial Engineering,27
Novo Nordisk,Pharmaceuticals,49186
Novozen Healthcare LLC,Staffing & Recruiting,49
Nozzle Nolen Pest & Lawn Solutions,Consumer Services,130
NSF,Public Safety,2598
NSG - Real Estate & Construction (Noor Staffing Group),Staffing & Recruiting,6
"NSI Group, LLC",Food & Beverages,35
nTech Workforce,Staffing & Recruiting,142
Ntelicor is becoming INSPYR Solutions,Information Technology & Services,50
Nth Degree,Events Services,527
Nu-Tek Roof Systems,Construction,8
Nucor Corporation,Consumer Goods,6638
Nue Information,Computer Software,0
Nulixir Inc.,Food & Beverages,19
Numentica LLC,Information Technology & Services,123
Numotion,Medical Device,1741
Nurse First Travel Agency,Staffing & Recruiting,62
Nusens USA,Construction,0
Nutrien,Chemicals,6001
"Nuveen, a TIAA company",Financial Services,2909
NV Energy,Utilities,1908
NVA Equine,Non-profit Organization Management,5
"NVE, Inc.",Facilities Services,226
"NVR, Inc.",Construction,4606
"NWIC - New Wave International Cargo, USA",Transportation/Trucking/Railroad,50
NYC Department of Parks & Recreation,Government Administration,3567
NYC Health + Hospitals,Hospital & Health Care,11219
Nyrstar,Mining & Metals,2480
NYS Office of General Services,Government Administration,774
NYU Langone Health,Hospital & Health Care,21471
O.N.S Clothing,Apparel & Fashion,27
O'Connor Woods,Hospital & Health Care,68
O'Fallon Casting,Mining & Metals,77
O'Reilly Auto Parts,Retail,18944
"Oak Rising, Inc",Telecommunications,6
Oak Street Health,Hospital & Health Care,3155
Oaks Senior Living,Hospital & Health Care,166
OATI,Computer Software,924
Object CTalk Inc.,Information Technology & Services,16
ObjectWin Technology,Staffing & Recruiting,597
OBXtek,Information Technology & Services,443
OCASA Life Sciences,Transportation/Trucking/Railroad,44
"OccuMedX Group, Inc.",Hospital & Health Care,11
Ocean Spray Cranberries,Food & Beverages,1742
Ocean West Capital Partners,Real Estate,22
Oceaneering,Oil & Energy,12197
OCLC,Computer Software,1257
OCT Consulting LLC,Management Consulting,39
Oculus Search Partners LLC,Staffing & Recruiting,5
Odoo,Computer Software,3299
Odyssey Systems,Government Administration,783
OERTZENGroup,Staffing & Recruiting,10
Offerd,Real Estate,18
Offerpad,Real Estate,499
Office of the New York State Attorney General,Law Enforcement,1322
Office of the Public Defender Maryland,Law Practice,779
Ogden Regional Medical Center,Hospital & Health Care,476
Oggvo,Computer Software,78
Ohio City Incorporated,Non-profit Organization Management,21
Ohio Department of Administrative Services,Government Administration,293
Ohio Department of Development,Government Administration,282
Ohio Department of Insurance,Government Administration,200
Ohio Department of Medicaid,Hospital & Health Care,436
Ohio Department of Mental Health & Addiction Services,Mental Health Care,609
Ohio Department of Public Safety,Public Safety,570
Ohio Department of Rehabilitation and Correction (ODRC),Law Enforcement,1886
OhioHealth,Hospital & Health Care,11783
OIC of America Inc.,Non-profit Organization Management,18
Oilgear,Mechanical Or Industrial Engineering,290
OKAYA INFOCOM,Information Technology & Services,432
Oklahoma State University,Higher Education,10441
Okland Construction,Construction,730
Old National Bank,Banking,3435
Old Navy,Retail,24401
Oldcastle Infrastructure,Construction,1190
Oliver CRE,Commercial Real Estate,3
Oliver James,Staffing & Recruiting,987
Olivi.Growth,Staffing & Recruiting,2
Olson Zaltman,Market Research,35
OLX,Computer Software,4495
Olympic Dermatology & Laser Clinic,"Health, Wellness & Fitness",11
Olympic Sports & Spine,Hospital & Health Care,198
Olympus Corporation of the Americas,Medical Device,4709
Olympus Gymnastics,Sports,10
Omada Search,Staffing & Recruiting,6
Omaha Public Power District,Utilities,1829
Ombudsman Educational Services,Education Management,333
OMD USA,Marketing & Advertising,1404
Omeat,Food Production,47
Omni Logistics,Transportation/Trucking/Railroad,923
Omni Productivity Solutions,Staffing & Recruiting,3
